index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month
223,F,Y,Y,0,405000,Commercial associate,Higher education,Civil marriage,House / apartment,-16825,-108,1,1,1,0,Accountants,2,-30
224,M,N,N,1,148500,Working,Secondary / secondary special,Married,House / apartment,-13574,-109,1,0,0,0,Laborers,3,-28
225,F,N,Y,1,162000,State servant,Higher education,Civil marriage,House / apartment,-15027,-88,1,0,0,0,Accountants,3,-5
226,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23774,365243,1,0,0,0,,1,-8
227,F,N,N,2,189000,Working,Secondary / secondary special,Separated,Municipal apartment,-10100,-596,1,0,0,0,,3,-6
228,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22118,365243,1,0,0,0,,2,-43
229,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17993,-555,1,0,0,0,Security staff,1,-46
230,F,N,N,0,90000,Working,Higher education,Married,House / apartment,-11388,-4167,1,0,0,0,High skill tech staff,2,-2
231,F,Y,Y,1,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-15443,-290,1,0,0,0,Sales staff,3,-20
232,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-13108,-1299,1,0,0,0,,3,-25
233,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-21144,-1692,1,0,0,0,Sales staff,2,-14
234,M,Y,Y,1,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,3,-29
235,F,Y,N,2,135000,Working,Higher education,Married,House / apartment,-12804,-4977,1,0,0,0,Accountants,4,-53
236,M,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-21146,365243,1,0,1,1,,2,-17
237,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-11497,-1648,1,0,0,0,Sales staff,3,-10
238,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3,-15
239,M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-23285,-5424,1,0,0,0,Laborers,2,-54
240,F,N,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14962,-3353,1,1,1,0,Sales staff,3,-40
241,F,N,N,1,202500,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-12073,-1420,1,0,0,0,,2,-26
242,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,House / apartment,-17826,-201,1,0,1,0,Laborers,1,-4
243,F,N,Y,0,382500,Working,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,1,0,0,Private service staff,1,-35
244,F,Y,Y,0,373500,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,1,0,0,0,Accountants,1,-17
245,M,Y,Y,2,254700,Commercial associate,Secondary / secondary special,Married,House / apartment,-17254,-9131,1,0,1,0,Laborers,4,-15
246,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20441,365243,1,0,0,0,,1,-35
247,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22504,365243,1,0,1,0,,1,-27
248,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,1,0,1,0,,2,-30
249,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-12488,-747,1,0,0,1,Laborers,2,-38
250,F,Y,Y,0,391500,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,1,0,0,0,Core staff,2,-8
251,M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,-19756,-2136,1,0,0,0,Laborers,2,-19
252,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-9220,-1473,1,0,0,0,Core staff,1,-2
253,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19064,-2939,1,0,0,0,,2,-30
254,F,N,Y,2,112500,Working,Higher education,Married,House / apartment,-14768,-2133,1,1,1,1,Core staff,4,-25
255,F,Y,N,1,315000,Commercial associate,Higher education,Married,House / apartment,-11025,-2065,1,1,1,1,,3,-30
256,F,Y,Y,1,180000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-15445,-706,1,0,0,0,Laborers,3,-26
257,F,N,Y,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,-21916,365243,1,0,1,0,,2,-52
258,M,N,Y,1,202500,Working,Higher education,Married,House / apartment,-11836,-2755,1,0,0,0,,3,-38
259,F,N,Y,1,112500,State servant,Secondary / secondary special,Married,House / apartment,-17956,-9363,1,0,0,0,Core staff,3,-14
260,F,Y,N,0,315000,Working,Higher education,Married,Co-op apartment,-13064,-2286,1,1,0,0,Medicine staff,2,-34
261,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14907,-2540,1,0,0,0,Sales staff,2,-13
262,F,Y,Y,0,661500,Commercial associate,Higher education,Married,House / apartment,-20053,-3422,1,0,0,0,Accountants,2,-18
263,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-18975,-751,1,1,1,0,Core staff,2,-27
264,M,N,N,0,315000,Working,Higher education,Married,House / apartment,-10993,-949,1,1,0,0,,2,-39
265,F,N,Y,0,112500,Pensioner,Higher education,Married,House / apartment,-22062,365243,1,0,0,0,,2,-35
266,M,N,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,-19686,-1131,1,0,0,0,Laborers,2,-42
267,F,N,N,0,315000,Commercial associate,Higher education,Married,House / apartment,-16188,-309,1,1,1,1,Sales staff,2,-23
268,M,Y,N,0,162000,Working,Secondary / secondary special,Married,House / apartment,-13128,-1048,1,0,0,0,Laborers,2,-10
269,F,N,Y,0,225000,Working,Secondary / secondary special,Married,With parents,-16110,-401,1,0,0,0,Cooking staff,2,-60
270,M,Y,N,2,144000,Working,Secondary / secondary special,Married,With parents,-10145,-249,1,1,0,0,Drivers,4,-27
271,M,Y,Y,2,315000,Working,Higher education,Married,House / apartment,-12615,-1156,1,0,0,0,Laborers,4,-40
272,F,N,Y,0,90000,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2,-19
273,M,Y,Y,1,202500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11890,-741,1,1,0,0,Sales staff,3,-32
274,M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-17576,-1216,1,0,0,0,Laborers,2,-50
275,F,N,Y,0,112500,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,1,0,0,0,Medicine staff,2,-35
276,F,Y,Y,0,675000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14480,-3718,1,0,1,0,,2,-2
277,F,N,Y,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,-11306,-1863,1,0,0,0,Managers,1,-44
278,F,N,Y,4,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17468,-7413,1,0,0,0,Core staff,6,-31
279,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-18731,-4397,1,0,0,0,Laborers,2,-45
280,M,Y,Y,1,198000,Commercial associate,Higher education,Civil marriage,House / apartment,-16149,-4279,1,0,1,0,Managers,3,-24
281,M,Y,N,0,292500,Pensioner,Secondary / secondary special,Married,House / apartment,-18875,365243,1,0,0,0,,2,-40
282,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14234,-309,1,0,0,0,Core staff,3,-21
283,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2,-9
284,M,N,Y,0,148500,Working,Secondary / secondary special,Single / not married,House / apartment,-11819,-962,1,0,0,0,Laborers,1,-3
285,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-18186,-376,1,0,1,0,Laborers,2,-14
286,F,Y,N,0,405000,State servant,Higher education,Single / not married,House / apartment,-20052,-980,1,0,1,0,Managers,1,-1
287,M,N,N,0,270000,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-8853,-984,1,0,0,1,Sales staff,2,-12
288,F,N,Y,0,112500,Working,Secondary / secondary special,Married,With parents,-16047,-1405,1,0,0,0,Sales staff,2,-9
289,F,N,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-16616,-2722,1,1,1,0,Realty agents,3,-25
290,M,Y,Y,0,90000,Working,Secondary / secondary special,Married,With parents,-11176,-3079,1,1,0,0,,2,-49
291,F,N,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,-18573,-930,1,0,1,0,Cooking staff,2,-3
292,F,Y,N,2,270000,Working,Higher education,Married,House / apartment,-13144,-682,1,1,1,0,,4,-27
293,F,Y,N,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12309,-1962,1,0,0,0,,2,-29
294,F,N,Y,0,193500,Working,Higher education,Single / not married,House / apartment,-17081,-4783,1,0,1,0,Laborers,1,-44
295,F,N,N,0,211500,Commercial associate,Higher education,Married,With parents,-14636,-4690,1,1,1,0,Laborers,2,-55
296,F,N,Y,1,67500,Working,Incomplete higher,Married,House / apartment,-13094,-3454,1,0,0,0,,3,-22
297,F,N,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,-19276,365243,1,0,0,0,,2,-8
298,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-15459,-642,1,0,0,0,Sales staff,2,-7
299,F,N,Y,1,112500,Working,Lower secondary,Married,House / apartment,-13042,-3745,1,0,0,0,Laborers,3,-10
300,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-10682,-609,1,0,1,0,Sales staff,1,-19
301,F,N,Y,0,112500,Commercial associate,Higher education,Married,House / apartment,-17472,-1202,1,1,1,0,,2,-48
302,F,N,Y,1,140850,Commercial associate,Secondary / secondary special,Married,House / apartment,-10855,-321,1,0,0,0,Sales staff,3,-7
303,M,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-23660,365243,1,0,0,0,,2,-23
304,F,N,N,0,315000,Commercial associate,Higher education,Married,House / apartment,-16188,-309,1,1,1,1,Sales staff,2,-26
305,F,Y,Y,2,225000,State servant,Higher education,Married,House / apartment,-11359,-1726,1,0,0,0,Core staff,4,-29
306,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-14342,-127,1,0,0,0,Drivers,3,-21
307,F,Y,Y,0,360000,State servant,Higher education,Married,House / apartment,-14498,-6123,1,0,0,1,Core staff,2,-17
308,F,Y,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,-11278,-2481,1,0,0,0,,3,-19
309,F,N,Y,0,108000,Pensioner,Secondary / secondary special,Married,House / apartment,-23044,365243,1,0,1,0,,2,-56
310,F,Y,N,0,202500,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14228,-5330,1,0,1,0,,2,-33
311,F,Y,Y,2,67500,State servant,Higher education,Married,House / apartment,-11831,-3778,1,1,1,0,Core staff,4,-23
312,F,N,Y,0,90000,State servant,Secondary / secondary special,Married,House / apartment,-19461,-5124,1,0,0,0,Core staff,2,-41
313,M,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-23325,365243,1,0,0,0,,2,-8
314,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-11598,-1976,1,1,0,0,,2,-42
315,M,N,Y,1,81000,Working,Secondary / secondary special,Married,House / apartment,-12313,-1098,1,0,0,0,Laborers,3,0
316,F,N,Y,0,121500,Pensioner,Secondary / secondary special,Married,House / apartment,-23484,365243,1,0,0,0,,2,-22
317,F,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-9613,-1085,1,0,0,0,Core staff,2,-22
318,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,2,-13
319,M,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14952,-104,1,0,1,0,Security staff,3,-54
320,M,Y,Y,0,135000,Working,Higher education,Married,House / apartment,-9075,-614,1,1,1,0,Sales staff,2,-9
321,F,Y,N,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20395,365243,1,0,1,0,,1,-21
322,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15875,-2758,1,1,1,0,Core staff,2,-9
323,F,N,Y,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,-21908,365243,1,0,0,0,,2,-18
324,F,N,Y,0,90000,State servant,Secondary / secondary special,Separated,House / apartment,-14271,-302,1,0,0,0,,1,-51
325,M,Y,N,2,135000,Working,Higher education,Married,With parents,-11645,-5056,1,0,1,0,Laborers,4,-18
326,M,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22253,365243,1,0,0,0,,2,-15
327,F,N,N,0,234000,Working,Higher education,Single / not married,House / apartment,-10621,-1931,1,0,0,0,Managers,1,-46
328,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-13512,-4861,1,0,0,0,Laborers,2,-24
329,F,Y,Y,0,247500,State servant,Secondary / secondary special,Married,House / apartment,-19714,-8348,1,0,0,0,Managers,2,-46
330,F,N,Y,1,405000,Pensioner,Secondary / secondary special,Married,House / apartment,-16920,365243,1,0,0,0,,3,-7
331,M,Y,N,0,225000,Commercial associate,Higher education,Civil marriage,House / apartment,-13348,-170,1,0,0,1,Managers,2,-42
332,F,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-13787,-3082,1,0,0,0,Core staff,4,-16
333,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,-18335,-2796,1,0,0,0,Drivers,2,-39
334,F,Y,N,0,112500,State servant,Secondary / secondary special,Widow,House / apartment,-19538,-5880,1,0,0,0,Secretaries,1,-40
335,F,N,Y,0,67500,Pensioner,Higher education,Married,House / apartment,-22212,365243,1,0,0,0,,2,-59
336,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-10989,-135,1,1,1,0,,3,-29
337,F,N,Y,1,112500,Working,Higher education,Married,House / apartment,-21271,-14473,1,0,0,1,High skill tech staff,3,-46
338,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15124,-431,1,0,0,0,Core staff,2,-26
339,F,N,Y,1,112500,State servant,Secondary / secondary special,Married,House / apartment,-17956,-9363,1,0,0,0,Core staff,3,-32
340,F,N,N,0,135000,Commercial associate,Incomplete higher,Single / not married,House / apartment,-17615,-339,1,0,0,0,Accountants,1,-52
341,F,N,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,-13797,-4230,1,0,0,0,Core staff,2,-34
342,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-14024,-369,1,0,1,0,,3,-31
343,M,N,N,0,180000,Commercial associate,Incomplete higher,Married,House / apartment,-11223,-2326,1,0,0,0,,2,-38
344,M,N,Y,0,211500,Working,Secondary / secondary special,Single / not married,House / apartment,-10072,-1101,1,1,1,0,Core staff,1,-35
345,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-15096,-2862,1,0,0,0,,3,-32
346,F,N,N,1,360000,Commercial associate,Higher education,Civil marriage,House / apartment,-14805,-1922,1,0,0,0,Sales staff,3,-39
347,F,N,Y,0,135000,Working,Secondary / secondary special,Widow,House / apartment,-19332,-1813,1,0,0,0,Medicine staff,1,-9
348,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-19056,-99,1,1,0,0,Drivers,2,-41
349,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,-28
350,M,Y,Y,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,-22791,365243,1,0,1,0,,2,-22
351,F,N,N,1,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,-10151,-1138,1,0,0,0,Laborers,3,-14
352,M,Y,Y,2,85500,Working,Secondary / secondary special,Married,House / apartment,-14274,-3079,1,0,0,0,,4,-17
353,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20822,-12827,1,1,0,0,,2,-37
354,F,N,Y,0,90000,Working,Higher education,Married,House / apartment,-18940,-1763,1,0,0,0,Sales staff,2,-4
355,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-22616,365243,1,0,0,0,,2,-5
356,M,Y,N,0,38250,Pensioner,Lower secondary,Married,House / apartment,-22943,365243,1,0,1,0,,2,-44
357,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,With parents,-13689,-1172,1,0,0,0,Sales staff,3,-19
358,F,N,N,0,157500,Working,Higher education,Single / not married,Office apartment,-18973,-3289,1,0,0,0,Laborers,1,-4
359,M,N,N,1,76500,Working,Secondary / secondary special,Married,House / apartment,-10257,-523,1,0,0,0,Drivers,3,-2
360,F,N,Y,1,157500,State servant,Secondary / secondary special,Married,House / apartment,-13690,-3748,1,0,0,0,,3,-1
361,M,N,Y,0,405000,Working,Higher education,Married,House / apartment,-15881,-4781,1,1,0,0,Laborers,2,-18
362,M,N,Y,2,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-11505,-4019,1,0,0,0,Laborers,3,-27
363,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,-16589,-1497,1,0,0,0,Core staff,2,-2
364,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14511,-193,1,0,0,0,,2,-4
365,F,Y,Y,1,207000,Working,Higher education,Married,House / apartment,-10791,-2478,1,0,1,1,Accountants,3,-41
366,F,N,Y,1,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,-13465,-1101,1,0,0,0,Laborers,3,-1
367,M,N,N,0,270000,Working,Secondary / secondary special,Married,With parents,-11768,-622,1,1,1,0,Laborers,2,-46
368,F,Y,Y,1,315000,Working,Incomplete higher,Single / not married,House / apartment,-11725,-2044,1,0,0,0,Core staff,2,-1
369,F,Y,Y,0,81000,State servant,Higher education,Married,House / apartment,-11256,-2691,1,0,0,0,Core staff,2,-12
370,F,N,Y,1,175500,Working,Secondary / secondary special,Married,House / apartment,-16704,-132,1,1,0,0,Cleaning staff,3,-19
371,F,N,Y,0,171000,Pensioner,Secondary / secondary special,Married,House / apartment,-23153,365243,1,0,1,0,,2,-15
